eSituation_09,DiagnosisCodeDescr
T50.915,"Adverse effect of multiple unspecified drugs, medicaments and biological substances"
T50.915A,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, initial encounter"
T50.915S,"Adverse effect of multiple unspecified drugs, medicaments and biological substances, sequela"
T50.991,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional)"
T50.991A,"Poisoning by other drugs, medicaments and biological substances, accidental (unintentional), initial encounter"
T50.992,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm"
T50.992A,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter"
T50.994,"Poisoning by other drugs, medicaments and biological substances, undetermined"
T50.994S,"Poisoning by other drugs, medicaments and biological substances, undetermined, sequela"
T50.995,"Adverse effect of other drugs, medicaments and biological substances"
T50.995A,"Adverse effect of other drugs, medicaments and biological substances, initial encounter"
T51,Toxic effect of alcohol
T51.0,Toxic effect of ethanol
T51.8X1,"Toxic effect of other alcohols, accidental (unintentional)"
T51.8X1S,"Toxic effect of other alcohols, accidental (unintentional), sequela"
T51.9,Toxic effect of unspecified alcohol
T54.92,"Toxic effect of unspecified corrosive substance, intentional self-harm"
T55.0X2,"Toxic effect of soaps, intentional self-harm"
T56.92,"Toxic effect of unspecified metal, intentional self-harm"
T57.9,Toxic effect of unspecified inorganic substance
T57.94,"Toxic effect of unspecified inorganic substance, undetermined"
T58,Toxic effect of carbon monoxide
T58.0,Toxic effect of carbon monoxide from motor vehicle exhaust
T58.03XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, assault, initial encounter"
T58.11,"Toxic effect of carbon monoxide from utility gas, accidental (unintentional)"
T58.14XA,"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter"
T58.9,Toxic effect of carbon monoxide from unspecified source
T58.91,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional)"
T58.91XA,"Toxic effect of carbon monoxide from unspecified source, accidental (unintentional), initial encounter"
T59.81,Toxic effect of smoke
T59.811A,"Toxic effect of smoke, accidental (unintentional), initial encounter"
T59.814,"Toxic effect of smoke, undetermined"
T59.891A,"Toxic effect of other specified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59.91XA,"Toxic effect of unspecified gases, fumes and vapors, accidental (unintentional), initial encounter"
T59.92XA,"Toxic effect of unspecified gases, fumes and vapors, intentional self-harm, initial encounter"
T59.93XA,"Toxic effect of unspecified gases, fumes and vapors, assault, initial encounter"
T59.94XA,"Toxic effect of unspecified gases, fumes and vapors, undetermined, initial encounter"
T60.0X4,"Toxic effect of organophosphate and carbamate insecticides, undetermined"
T63,Toxic effect of contact with venomous animals and plants
T63.0,Toxic effect of snake venom
T63.001A,"Toxic effect of unspecified snake venom, accidental (unintentional), initial encounter"
T63.004,"Toxic effect of unspecified snake venom, undetermined"
T63.091,"Toxic effect of venom of other snake, accidental (unintentional)"
T63.094,"Toxic effect of venom of other snake, undetermined"
T63.2,Toxic effect of venom of scorpion
T63.2X4A,"Toxic effect of venom of scorpion, undetermined, initial encounter"
T63.3,Toxic effect of venom of spider
T63.30,Toxic effect of unspecified spider venom
T63.301,"Toxic effect of unspecified spider venom, accidental (unintentional)"
T63.301A,"Toxic effect of unspecified spider venom, accidental (unintentional), initial encounter"
T63.44,Toxic effect of venom of bees
T63.441,"Toxic effect of venom of bees, accidental (unintentional)"
T63.444,"Toxic effect of venom of bees, undetermined"
T63.46,Toxic effect of venom of wasps
T63.461,"Toxic effect of venom of wasps, accidental (unintentional)"
T63.481,"Toxic effect of venom of other arthropod, accidental (unintentional)"
T63.891,"Toxic effect of contact with other venomous animals, accidental (unintentional)"
T63.893,"Toxic effect of contact with other venomous animals, assault"
T63.91XA,"Toxic effect of contact with unspecified venomous animal, accidental (unintentional), initial encounter"
T63.92,"Toxic effect of contact with unspecified venomous animal, intentional self-harm"
T63.94,"Toxic effect of contact with unspecified venomous animal, undetermined"
T63.94XA,"Toxic effect of contact with unspecified venomous animal, undetermined, initial encounter"
T65.891,"Toxic effect of other specified substances, accidental (unintentional)"
T65.9,Toxic effect of unspecified substance
T65.91,"Toxic effect of unspecified substance, accidental (unintentional)"
T65.91XA,"Toxic effect of unspecified substance, accidental (unintentional), initial encounter"
T65.92,"Toxic effect of unspecified substance, intentional self-harm"
T65.92XA,"Toxic effect of unspecified substance, intentional self-harm, initial encounter"
T65.94,"Toxic effect of unspecified substance, undetermined"
T65.94XA,"Toxic effect of unspecified substance, undetermined, initial encounter"
T67,Effects of heat and light
T67.0,Heatstroke and sunstroke
T67.01,Heatstroke and sunstroke
T67.01XA,"Heatstroke and sunstroke, initial encounter"
T67.02,Exertional heatstroke
T67.1,Heat syncope
T67.1XXA,"Heat syncope, initial encounter"
T67.2,Heat cramp
T67.2XXA,"Heat cramp, initial encounter"
T67.3,"Heat exhaustion, anhydrotic"
T67.4,Heat exhaustion due to salt depletion
T67.4XXA,"Heat exhaustion due to salt depletion, initial encounter"
T67.5,"Heat exhaustion, unspecified"
T67.5XXA,"Heat exhaustion, unspecified, initial encounter"
T67.5XXD,"Heat exhaustion, unspecified, subsequent encounter"
T67.6,"Heat fatigue, transient"
T67.8,Other effects of heat and light
T67.9,"Effect of heat and light, unspecified"
T67.9XXA,"Effect of heat and light, unspecified, initial encounter"
T68,Hypothermia
T68.XXXA,"Hypothermia, initial encounter"
T68.XXXD,"Hypothermia, subsequent encounter"
T69.8,Other specified effects of reduced temperature
T69.9,"Effect of reduced temperature, unspecified"
T69.9XXA,"Effect of reduced temperature, unspecified, initial encounter"
T70,Effects of air pressure and water pressure
T70.29,Other effects of high altitude
T70.3,Caisson disease [decompression sickness]
T71,Asphyxiation
T71.1,Asphyxiation due to mechanical threat to breathing
T71.112,"Asphyxiation due to smothering under pillow, intentional self-harm"
T71.16,Asphyxiation due to hanging
T71.161,"Asphyxiation due to hanging, accidental"
T71.161A,"Asphyxiation due to hanging, accidental, initial encounter"
T71.162,"Asphyxiation due to hanging, intentional self-harm"
T71.162A,"Asphyxiation due to hanging, intentional self-harm, initial encounter"
T71.164,"Asphyxiation due to hanging, undetermined"
T71.19,Asphyxiation due to mechanical threat to breathing due to other causes
T71.9,Asphyxiation due to unspecified cause
T71.9XXA,"Asphyxiation due to unspecified cause, initial encounter"
T73.2,Exhaustion due to exposure
T73.3,Exhaustion due to excessive exertion
T74,"Adult and child abuse, neglect and other maltreatment, confirmed"
T74.0,"Neglect or abandonment, confirmed"
T74.01,"Adult neglect or abandonment, confirmed"
T74.02,"Child neglect or abandonment, confirmed"
T74.02XA,"Child neglect or abandonment, confirmed, initial encounter"
T74.1,"Physical abuse, confirmed"
T74.11,"Adult physical abuse, confirmed"
T74.11XA,"Adult physical abuse, confirmed, initial encounter"
T74.12,"Child physical abuse, confirmed"
T74.12XA,"Child physical abuse, confirmed, initial encounter"
T74.2,"Sexual abuse, confirmed"
T74.21,"Adult sexual abuse, confirmed"
T74.21XA,"Adult sexual abuse, confirmed, initial encounter"
T74.22,"Child sexual abuse, confirmed"
T74.31,"Adult psychological abuse, confirmed"
T74.91,"Unspecified adult maltreatment, confirmed"
T74.91XA,"Unspecified adult maltreatment, confirmed, initial encounter"
T75,Other and unspecified effects of other external causes
T75.0,Effects of lightning
T75.01XS,"Shock due to being struck by lightning, sequela"
T75.1,Unspecified effects of drowning and nonfatal submersion
T75.1XXA,"Unspecified effects of drowning and nonfatal submersion, initial encounter"
T75.1XXD,"Unspecified effects of drowning and nonfatal submersion, subsequent encounter"
T75.23,Vertigo from infrasound
T75.3,Motion sickness
T75.4,Electrocution
T75.4XXA,"Electrocution, initial encounter"
T75.89,Other specified effects of external causes
T76,"Adult and child abuse, neglect and other maltreatment, suspected"
T76.0,"Neglect or abandonment, suspected"
T76.01,"Adult neglect or abandonment, suspected"
T76.01XA,"Adult neglect or abandonment, suspected, initial encounter"
T76.02,"Child neglect or abandonment, suspected"
T76.02XA,"Child neglect or abandonment, suspected, initial encounter"
T76.1,"Physical abuse, suspected"
T76.11,"Adult physical abuse, suspected"
T76.12,"Child physical abuse, suspected"
T76.12XA,"Child physical abuse, suspected, initial encounter"
T76.2,"Sexual abuse, suspected"
T76.21,"Adult sexual abuse, suspected"
T76.21XA,"Adult sexual abuse, suspected, initial encounter"
T76.22,"Child sexual abuse, suspected"
T76.22XA,"Child sexual abuse, suspected, initial encounter"
T76.31,"Adult psychological abuse, suspected"
T76.9,"Unspecified maltreatment, suspected"
T76.91XA,"Unspecified adult maltreatment, suspected, initial encounter"
T78.0,Anaphylactic reaction due to food
T78.00,Anaphylactic reaction due to unspecified food
T78.00XA,"Anaphylactic reaction due to unspecified food, initial encounter"
T78.01,Anaphylactic reaction due to peanuts
T78.02,Anaphylactic reaction due to shellfish (crustaceans)
T78.03,Anaphylactic reaction due to other fish
T78.04,Anaphylactic reaction due to fruits and vegetables
T78.05,Anaphylactic reaction due to tree nuts and seeds
T78.07,Anaphylactic reaction due to milk and dairy products
T78.09,Anaphylactic reaction due to other food products
T78.1,"Other adverse food reactions, not elsewhere classified"
T78.2,"Anaphylactic shock, unspecified"
T78.2XXA,"Anaphylactic shock, unspecified, initial encounter"
T78.2XXD,"Anaphylactic shock, unspecified, subsequent encounter"
T78.2XXS,"Anaphylactic shock, unspecified, sequela"
T78.3,Angioneurotic edema
T78.3XXA,"Angioneurotic edema, initial encounter"
T78.4,Other and unspecified allergy
T78.40,"Allergy, unspecified"
T78.40XA,"Allergy, unspecified, initial encounter"
T78.49,Other allergy
T78.8XXA,"Other adverse effects, not elsewhere classified, initial encounter"
T79.2,Traumatic secondary and recurrent hemorrhage and seroma
T79.2XXA,"Traumatic secondary and recurrent hemorrhage and seroma, initial encounter"
T79.4,Traumatic shock
T79.4XXA,"Traumatic shock, initial encounter"
T79.6,Traumatic ischemia of muscle
T79.7,Traumatic subcutaneous emphysema
T79.9,Unspecified early complication of trauma
T79.9XXA,"Unspecified early complication of trauma, initial encounter"
T79.9XXS,"Unspecified early complication of trauma, sequela"
T79.A,Traumatic compartment syndrome
T79.A0,"Compartment syndrome, unspecified"
T79.A0XA,"Compartment syndrome, unspecified, initial encounter"
T79.A29,Traumatic compartment syndrome of unspecified lower extremity
T80.212,Local infection due to central venous catheter
T80.29,"Infection following other infusion, transfusion and therapeutic injection"
T80.52,Anaphylactic reaction due to vaccination
T80.92,Unspecified transfusion reaction
T81.3,"Disruption of wound, not elsewhere classified"
T81.30,"Disruption of wound, unspecified"
T81.30XA,"Disruption of wound, unspecified, initial encounter"
T81.31,"Disruption of external operation (surgical) wound, not elsewhere classified"
T81.31XA,"Disruption of external operation (surgical) wound, not elsewhere classified, initial encounter"
