eSituation_11,DiagnosisCodeDescr
T82.119A,"Breakdown (mechanical) of unspecified cardiac electronic device, initial encounter"
T82.19,Other mechanical complication of cardiac electronic device
T82.190A,"Other mechanical complication of cardiac electrode, initial encounter"
T82.191A,"Other mechanical complication of cardiac pulse generator (battery), initial encounter"
T82.198,Other mechanical complication of other cardiac electronic device
T82.198A,"Other mechanical complication of other cardiac electronic device, initial encounter"
T82.199,Other mechanical complication of unspecified cardiac device
T82.199A,"Other mechanical complication of unspecified cardiac device, initial encounter"
T82.199S,"Other mechanical complication of unspecified cardiac device, sequela"
T82.390A,"Other mechanical complication of aortic (bifurcation) graft (replacement), initial encounter"
T82.41,Breakdown (mechanical) of vascular dialysis catheter
T82.41XA,"Breakdown (mechanical) of vascular dialysis catheter, initial encounter"
T82.42,Displacement of vascular dialysis catheter
T82.43,Leakage of vascular dialysis catheter
T82.43XA,"Leakage of vascular dialysis catheter, initial encounter"
T82.49,Other complication of vascular dialysis catheter
T82.49XA,"Other complication of vascular dialysis catheter, initial encounter"
T82.49XS,"Other complication of vascular dialysis catheter, sequela"
T82.51,Breakdown (mechanical) of other cardiac and vascular devices and implants
T82.510A,"Breakdown (mechanical) of surgically created arteriovenous fistula, initial encounter"
T82.511A,"Breakdown (mechanical) of surgically created arteriovenous shunt, initial encounter"
T82.512A,"Breakdown (mechanical) of artificial heart, initial encounter"
T82.518A,"Breakdown (mechanical) of other cardiac and vascular devices and implants, initial encounter"
T82.519,Breakdown (mechanical) of unspecified cardiac and vascular devices and implants
T82.519A,"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, initial encounter"
T82.519D,"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, subsequent encounter"
T82.520,Displacement of surgically created arteriovenous fistula
T82.524,Displacement of infusion catheter
T82.524S,"Displacement of infusion catheter, sequela"
T82.529A,"Displacement of unspecified cardiac and vascular devices and implants, initial encounter"
T82.530,Leakage of surgically created arteriovenous fistula
T82.534,Leakage of infusion catheter
T82.539A,"Leakage of unspecified cardiac and vascular devices and implants, initial encounter"
T82.590,Other mechanical complication of surgically created arteriovenous fistula
T82.590A,"Other mechanical complication of surgically created arteriovenous fistula, initial encounter"
T82.591,Other mechanical complication of surgically created arteriovenous shunt
T82.591D,"Other mechanical complication of surgically created arteriovenous shunt, subsequent encounter"
T82.593A,"Other mechanical complication of balloon (counterpulsation) device, initial encounter"
T82.594,Other mechanical complication of infusion catheter
T82.595A,"Other mechanical complication of umbrella device, initial encounter"
T82.598A,"Other mechanical complication of other cardiac and vascular devices and implants, initial encounter"
T82.599,Other mechanical complication of unspecified cardiac and vascular devices and implants
T82.599A,"Other mechanical complication of unspecified cardiac and vascular devices and implants, initial encounter"
T82.6XXA,"Infection and inflammatory reaction due to cardiac valve prosthesis, initial encounter"
T82.7XXA,"Infection and inflammatory reaction due to other cardiac and vascular devices, implants and grafts, initial encounter"
T82.81,"Embolism due to cardiac and vascular prosthetic devices, implants and grafts"
T82.818A,"Embolism due to vascular prosthetic devices, implants and grafts, initial encounter"
T82.83,"Hemorrhage due to cardiac and vascular prosthetic devices, implants and grafts"
T82.837A,"Hemorrhage due to cardiac prosthetic devices, implants and grafts, initial encounter"
T82.838,"Hemorrhage due to vascular prosthetic devices, implants and grafts"
T82.838A,"Hemorrhage due to vascular prosthetic devices, implants and grafts, initial encounter"
T82.847,"Pain due to cardiac prosthetic devices, implants and grafts"
T82.847A,"Pain due to cardiac prosthetic devices, implants and grafts, initial encounter"
T82.848,"Pain due to vascular prosthetic devices, implants and grafts"
T82.848A,"Pain due to vascular prosthetic devices, implants and grafts, initial encounter"
T82.85,"Stenosis due to cardiac and vascular prosthetic devices, implants and grafts"
T82.868A,"Thrombosis due to vascular prosthetic devices, implants and grafts, initial encounter"
T82.897,"Other specified complication of cardiac prosthetic devices, implants and grafts"
T82.897A,"Other specified complication of cardiac prosthetic devices, implants and grafts, initial encounter"
T82.898,"Other specified complication of vascular prosthetic devices, implants and grafts"
T82.898A,"Other specified complication of vascular prosthetic devices, implants and grafts, initial encounter"
T82.898D,"Other specified complication of vascular prosthetic devices, implants and grafts, subsequent encounter"
T82.9,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft"
T82.9XXA,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft, initial encounter"
T83,"Complications of genitourinary prosthetic devices, implants and grafts"
T83.0,Mechanical complication of urinary catheter
T83.01,Breakdown (mechanical) of urinary catheter
T83.010,Breakdown (mechanical) of cystostomy catheter
T83.010A,"Breakdown (mechanical) of cystostomy catheter, initial encounter"
T83.011,Breakdown (mechanical) of indwelling urethral catheter
T83.011A,"Breakdown (mechanical) of indwelling urethral catheter, initial encounter"
T83.012A,"Breakdown (mechanical) of nephrostomy catheter, initial encounter"
T83.018A,"Breakdown (mechanical) of other urinary catheter, initial encounter"
T83.02,Displacement of urinary catheter
T83.020,Displacement of cystostomy catheter
T83.020A,"Displacement of cystostomy catheter, initial encounter"
T83.021,Displacement of indwelling urethral catheter
T83.021A,"Displacement of indwelling urethral catheter, initial encounter"
T83.021S,"Displacement of indwelling urethral catheter, sequela"
T83.022,Displacement of nephrostomy catheter
T83.022A,"Displacement of nephrostomy catheter, initial encounter"
T83.028,Displacement of other urinary catheter
T83.028A,"Displacement of other urinary catheter, initial encounter"
T83.028D,"Displacement of other urinary catheter, subsequent encounter"
T83.03,Leakage of urinary catheter
T83.031,Leakage of indwelling urethral catheter
T83.031A,"Leakage of indwelling urethral catheter, initial encounter"
T83.038,Leakage of other urinary catheter
T83.038A,"Leakage of other urinary catheter, initial encounter"
T83.09,Other mechanical complication of urinary catheter
T83.090A,"Other mechanical complication of cystostomy catheter, initial encounter"
T83.091,Other mechanical complication of indwelling urethral catheter
T83.091A,"Other mechanical complication of indwelling urethral catheter, initial encounter"
T83.092,Other mechanical complication of nephrostomy catheter
T83.092A,"Other mechanical complication of nephrostomy catheter, initial encounter"
T83.098,Other mechanical complication of other urinary catheter
T83.098A,"Other mechanical complication of other urinary catheter, initial encounter"
T83.098D,"Other mechanical complication of other urinary catheter, subsequent encounter"
T83.1,Mechanical complication of other urinary devices and implants
T83.128,Displacement of other urinary devices and implants
T83.128A,"Displacement of other urinary devices and implants, initial encounter"
T83.192S,"Other mechanical complication of indwelling ureteral stent, sequela"
T83.198A,"Other mechanical complication of other urinary devices and implants, initial encounter"
T83.198S,"Other mechanical complication of other urinary devices and implants, sequela"
T83.498A,"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, initial encounter"
T83.51,Infection and inflammatory reaction due to urinary catheter
T83.510A,"Infection and inflammatory reaction due to cystostomy catheter, initial encounter"
T83.510D,"Infection and inflammatory reaction due to cystostomy catheter, subsequent encounter"
T83.510S,"Infection and inflammatory reaction due to cystostomy catheter, sequela"
T83.511A,"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter"
T83.512A,"Infection and inflammatory reaction due to nephrostomy catheter, initial encounter"
T83.518A,"Infection and inflammatory reaction due to other urinary catheter, initial encounter"
T83.83,"Hemorrhage due to genitourinary prosthetic devices, implants and grafts"
T83.83XA,"Hemorrhage due to genitourinary prosthetic devices, implants and grafts, initial encounter"
T83.84XA,"Pain due to genitourinary prosthetic devices, implants and grafts, initial encounter"
T83.84XD,"Pain due to genitourinary prosthetic devices, implants and grafts, subsequent encounter"
T83.89XA,"Other specified complication of genitourinary prosthetic devices, implants and grafts, initial encounter"
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft"
T83.9XXA,"Unspecified complication of genitourinary prosthetic device, implant and graft, initial encounter"
T84.020,Dislocation of internal right hip prosthesis
T84.020A,"Dislocation of internal right hip prosthesis, initial encounter"
T84.021,Dislocation of internal left hip prosthesis
T84.021A,"Dislocation of internal left hip prosthesis, initial encounter"
T84.119A,"Breakdown (mechanical) of internal fixation device of unspecified bone of limb, initial encounter"
T84.50XA,"Infection and inflammatory reaction due to unspecified internal joint prosthesis, initial encounter"
T84.51XA,"Infection and inflammatory reaction due to internal right hip prosthesis, initial encounter"
T84.52XA,"Infection and inflammatory reaction due to internal left hip prosthesis, initial encounter"
T84.53XA,"Infection and inflammatory reaction due to internal right knee prosthesis, initial encounter"
T84.54XS,"Infection and inflammatory reaction due to internal left knee prosthesis, sequela"
T84.83XA,"Hemorrhage due to internal orthopedic prosthetic devices, implants and grafts, initial encounter"
T84.84XA,"Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter"
T85,"Complications of other internal prosthetic devices, implants and grafts"
T85.0,Mechanical complication of ventricular intracranial (communicating) shunt
T85.01,Breakdown (mechanical) of ventricular intracranial (communicating) shunt
T85.09,Other mechanical complication of ventricular intracranial (communicating) shunt
T85.09XA,"Other mechanical complication of ventricular intracranial (communicating) shunt, initial encounter"
T85.199A,"Other mechanical complication of other implanted electronic stimulator of nervous system, initial encounter"
T85.398A,"Other mechanical complication of other ocular prosthetic devices, implants and grafts, initial encounter"
T85.510A,"Breakdown (mechanical) of bile duct prosthesis, initial encounter"
T85.52,"Displacement of gastrointestinal prosthetic devices, implants and grafts"
T85.528,"Displacement of other gastrointestinal prosthetic devices, implants and grafts"
T85.528A,"Displacement of other gastrointestinal prosthetic devices, implants and grafts, initial encounter"
T85.590A,"Other mechanical complication of bile duct prosthesis, initial encounter"
T85.591A,"Other mechanical complication of esophageal anti-reflux device, initial encounter"
T85.598A,"Other mechanical complication of other gastrointestinal prosthetic devices, implants and grafts, initial encounter"
T85.598S,"Other mechanical complication of other gastrointestinal prosthetic devices, implants and grafts, sequela"
T85.6,"Mechanical complication of other specified internal and external prosthetic devices, implants and grafts"
T85.611A,"Breakdown (mechanical) of intraperitoneal dialysis catheter, initial encounter"
T85.618,"Breakdown (mechanical) of other specified internal prosthetic devices, implants and grafts"
T85.62,"Displacement of other specified internal prosthetic devices, implants and grafts"
T85.621A,"Displacement of intraperitoneal dialysis catheter, initial encounter"
