eSituation_10,DiagnosisCodeDescr
T82.511A,"Breakdown (mechanical) of surgically created arteriovenous shunt, initial encounter"
T82.519,Breakdown (mechanical) of unspecified cardiac and vascular devices and implants
T82.519A,"Breakdown (mechanical) of unspecified cardiac and vascular devices and implants, initial encounter"
T82.524,Displacement of infusion catheter
T82.539A,"Leakage of unspecified cardiac and vascular devices and implants, initial encounter"
T82.590A,"Other mechanical complication of surgically created arteriovenous fistula, initial encounter"
T82.599A,"Other mechanical complication of unspecified cardiac and vascular devices and implants, initial encounter"
T82.599S,"Other mechanical complication of unspecified cardiac and vascular devices and implants, sequela"
T82.838,"Hemorrhage due to vascular prosthetic devices, implants and grafts"
T82.847,"Pain due to cardiac prosthetic devices, implants and grafts"
T82.848,"Pain due to vascular prosthetic devices, implants and grafts"
T82.898A,"Other specified complication of vascular prosthetic devices, implants and grafts, initial encounter"
T83.0,Mechanical complication of urinary catheter
T83.02,Displacement of urinary catheter
T83.021A,"Displacement of indwelling urethral catheter, initial encounter"
T83.022,Displacement of nephrostomy catheter
T83.028,Displacement of other urinary catheter
T83.038,Leakage of other urinary catheter
T83.09,Other mechanical complication of urinary catheter
T83.091A,"Other mechanical complication of indwelling urethral catheter, initial encounter"
T83.092,Other mechanical complication of nephrostomy catheter
T83.098A,"Other mechanical complication of other urinary catheter, initial encounter"
T83.098D,"Other mechanical complication of other urinary catheter, subsequent encounter"
T83.198A,"Other mechanical complication of other urinary devices and implants, initial encounter"
T83.498,"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract"
T83.510A,"Infection and inflammatory reaction due to cystostomy catheter, initial encounter"
T83.89XA,"Other specified complication of genitourinary prosthetic devices, implants and grafts, initial encounter"
T83.9,"Unspecified complication of genitourinary prosthetic device, implant and graft"
T84.84XA,"Pain due to internal orthopedic prosthetic devices, implants and grafts, initial encounter"
T85.52,"Displacement of gastrointestinal prosthetic devices, implants and grafts"
T85.528A,"Displacement of other gastrointestinal prosthetic devices, implants and grafts, initial encounter"
T85.698A,"Other mechanical complication of other specified internal prosthetic devices, implants and grafts, initial encounter"
T85.79XA,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts, initial encounter"
T85.9XXA,"Unspecified complication of internal prosthetic device, implant and graft, initial encounter"
T86.40,Unspecified complication of liver transplant
T86.91,Unspecified transplanted organ and tissue rejection
T87.40,"Infection of amputation stump, unspecified extremity"
T87.50,"Necrosis of amputation stump, unspecified extremity"
T87.9,Unspecified complications of amputation stump
T88,"Other complications of surgical and medical care, not elsewhere classified"
T88.6,Anaphylactic reaction due to adverse effect of correct drug or medicament properly administered
T88.7,Unspecified adverse effect of drug or medicament
T88.7XXA,"Unspecified adverse effect of drug or medicament, initial encounter"
T88.8,"Other specified complications of surgical and medical care, not elsewhere classified"
T88.8XXA,"Other specified complications of surgical and medical care, not elsewhere classified, initial encounter"
T88.8XXD,"Other specified complications of surgical and medical care, not elsewhere classified, subsequent encounter"
T88.9XXS,"Complication of surgical and medical care, unspecified, sequela"
Z00,"Encounter for general examination without complaint, suspected or reported diagnosis"
Z00.0,Encounter for general adult medical examination
Z00.00,Encounter for general adult medical examination without abnormal findings
Z00.01,Encounter for general adult medical examination with abnormal findings
Z00.1,"Encounter for newborn, infant and child health examinations"
Z00.110,Health examination for newborn under 8 days old
Z00.111,Health examination for newborn 8 to 28 days old
Z00.12,Encounter for routine child health examination
Z00.121,Encounter for routine child health examination with abnormal findings
Z00.129,Encounter for routine child health examination without abnormal findings
Z00.5,Encounter for examination of potential donor of organ and tissue
Z00.8,Encounter for other general examination
Z01,"Encounter for other special examination without complaint, suspected or reported diagnosis"
Z01.0,Encounter for examination of eyes and vision
Z01.00,Encounter for examination of eyes and vision without abnormal findings
Z01.01,Encounter for examination of eyes and vision with abnormal findings
Z01.3,Encounter for examination of blood pressure
Z01.30,Encounter for examination of blood pressure without abnormal findings
Z01.31,Encounter for examination of blood pressure with abnormal findings
Z01.411,Encounter for gynecological examination (general) (routine) with abnormal findings
Z01.89,Encounter for other specified special examinations
Z02.79,Encounter for issue of other medical certificate
Z02.84,Encounter for child welfare exam
Z03.6,Encounter for observation for suspected toxic effect from ingested substance ruled out
Z03.818,Encounter for observation for suspected exposure to other biological agents ruled out
Z03.89,Encounter for observation for other suspected diseases and conditions ruled out
Z04,Encounter for examination and observation for other reasons
Z04.1,Encounter for examination and observation following transport accident
Z04.3,Encounter for examination and observation following other accident
Z04.6,"Encounter for general psychiatric examination, requested by authority"
Z04.8,Encounter for examination and observation for other specified reasons
Z04.89,Encounter for examination and observation for other specified reasons
Z04.9,Encounter for examination and observation for unspecified reason
Z05.0,Observation and evaluation of newborn for suspected cardiac condition ruled out
Z05.1,Observation and evaluation of newborn for suspected infectious condition ruled out
Z05.2,Observation and evaluation of newborn for suspected neurological condition ruled out
Z05.3,Observation and evaluation of newborn for suspected respiratory condition ruled out
Z05.4,"Observation and evaluation of newborn for suspected genetic, metabolic or immunologic condition ruled out"
Z05.41,Observation and evaluation of newborn for suspected genetic condition ruled out
Z05.42,Observation and evaluation of newborn for suspected metabolic condition ruled out
Z05.43,Observation and evaluation of newborn for suspected immunologic condition ruled out
Z05.5,Observation and evaluation of newborn for suspected gastrointestinal condition ruled out
Z05.6,Observation and evaluation of newborn for suspected genitourinary condition ruled out
Z05.72,Observation and evaluation of newborn for suspected musculoskeletal condition ruled out
Z05.73,Observation and evaluation of newborn for suspected connective tissue condition ruled out
Z05.9,Observation and evaluation of newborn for unspecified suspected condition ruled out
Z11.52,Encounter for screening for COVID-19
Z13.1,Encounter for screening for diabetes mellitus
Z13.3,Encounter for screening examination for mental health and behavioral disorders
Z13.31,Encounter for screening for depression
Z13.7,Encounter for screening for genetic and chromosomal anomalies
Z13.850,Encounter for screening for traumatic brain injury
Z13.89,Encounter for screening for other disorder
Z13.9,"Encounter for screening, unspecified"
Z18.83,Retained stone or crystalline fragments
Z18.9,"Retained foreign body fragments, unspecified material"
Z20.81,Contact with and (suspected) exposure to other bacterial communicable diseases
Z20.818,Contact with and (suspected) exposure to other bacterial communicable diseases
Z20.822,Contact with and (suspected) exposure to COVID-19
Z20.828,Contact with and (suspected) exposure to other viral communicable diseases
Z20.9,Contact with and (suspected) exposure to unspecified communicable disease
Z22.9,"Carrier of infectious disease, unspecified"
Z29.11,Encounter for prophylactic immunotherapy for respiratory syncytial virus (RSV)
Z32.2,Encounter for childbirth instruction
Z33,Pregnant state
Z33.1,"Pregnant state, incidental"
Z34,Encounter for supervision of normal pregnancy
Z34.80,"Encounter for supervision of other normal pregnancy, unspecified trimester"
Z34.9,"Encounter for supervision of normal pregnancy, unspecified"
Z34.90,"Encounter for supervision of normal pregnancy, unspecified, unspecified trimester"
Z34.93,"Encounter for supervision of normal pregnancy, unspecified, third trimester"
Z36.8,Encounter for other antenatal screening
Z37,Outcome of delivery
Z37.0,Single live birth
Z37.1,Single stillbirth
Z37.50,"Multiple births, unspecified, all liveborn"
Z37.60,"Multiple births, unspecified, some liveborn"
Z37.7,"Other multiple births, all stillborn"
Z37.9,"Outcome of delivery, unspecified"
Z38.1,"Single liveborn infant, born outside hospital"
Z38.2,"Single liveborn infant, unspecified as to place of birth"
Z39.0,Encounter for care and examination of mother immediately after delivery
Z3A.00,Weeks of gestation of pregnancy not specified
Z3A.10,10 weeks gestation of pregnancy
Z3A.20,20 weeks gestation of pregnancy
Z3A.30,30 weeks gestation of pregnancy
Z3A.40,40 weeks gestation of pregnancy
Z41.8,Encounter for other procedures for purposes other than remedying health state
Z43.0,Encounter for attention to tracheostomy
Z43.1,Encounter for attention to gastrostomy
Z43.2,Encounter for attention to ileostomy
Z45.010,Encounter for checking and testing of cardiac pacemaker pulse generator [battery]
Z45.018,Encounter for adjustment and management of other part of cardiac pacemaker
Z45.02,Encounter for adjustment and management of automatic implantable cardiac defibrillator
Z45.2,Encounter for adjustment and management of vascular access device
Z45.89,Encounter for adjustment and management of other implanted devices
Z45.9,Encounter for adjustment and management of unspecified implanted device
Z46.82,Encounter for fitting and adjustment of non-vascular catheter
Z46.9,Encounter for fitting and adjustment of unspecified device
Z47.1,Aftercare following joint replacement surgery
Z48.01,Encounter for change or removal of surgical wound dressing
Z48.03,Encounter for change or removal of drains
Z48.815,Encounter for surgical aftercare following surgery on the digestive system
Z48.89,Encounter for other specified surgical aftercare
Z49,Encounter for care involving renal dialysis
Z49.31,Encounter for adequacy testing for hemodialysis
Z51.5,Encounter for palliative care
Z51.8,Encounter for other specified aftercare
Z51.89,Encounter for other specified aftercare
Z52,Donors of organs and tissues
Z53.20,Procedure and treatment not carried out because of patient's decision for unspecified reasons
Z58,Problems related to physical environment
Z59.0,Homelessness
Z59.00,Homelessness unspecified
Z59.1,Inadequate housing
Z59.3,Problems related to living in residential institution
Z59.82,Transportation insecurity
Z63,"Other problems related to primary support group, including family circumstances"
Z63.79,Other stressful life events affecting family and household
